,Postcode,Borough,Street,Latitude,Longitude,Coordinates,Clusters
1312,04-124,Praga-Południe,ul. Perkuna,52.2333,21.0997,"52.2333, 21.0997",24
1313,04-501,Praga-Południe,ul. Płowiecka,52.2311,21.1348,"52.2311, 21.1348",8
1314,04-291,Praga-Południe,ul. Podolska,52.2424,21.1146,"52.2424, 21.1146",24
1315,03-833,Praga-Południe,ul. Podskarbińska,52.2487,21.0752,"52.2487, 21.0752",27
1316,03-831,Praga-Południe,ul. Podskarbińska,52.2508,21.0741,"52.2508, 21.0741",27
1317,03-829,Praga-Południe,ul. Podskarbińska,52.2547,21.0739,"52.2547, 21.0739",27
1318,03-834,Praga-Południe,ul. Podskarbińska,52.248999999999995,21.0737,"52.248999999999995, 21.0737",27
1319,04-051,Praga-Południe,ul. Poligonowa,52.2329,21.0843,"52.2329, 21.0843",25
1320,04-360,Praga-Południe,ul. Prochowa,52.248000000000005,21.0865,"52.248000000000005, 21.0865",25
1321,04-388,Praga-Południe,ul. Prochowa,52.2481,21.0835,"52.2481, 21.0835",25
1322,04-382,Praga-Południe,ul. Przeworska,52.2535,21.081999999999997,"52.2535, 21.081999999999997",25
1323,04-170,Praga-Południe,ul. Pustelnicka,52.2401,21.107,"52.2401, 21.107",24
1324,04-151,Praga-Południe,ul. Pustelnicka,52.2408,21.1039,"52.2408, 21.1039",24
1325,04-138,Praga-Południe,ul. Pustelnicka,52.2416,21.1006,"52.2416, 21.1006",24
1326,03-943,Praga-Południe,ul. Radziłowska,52.2301,21.0555,"52.2301, 21.0555",27
1327,03-956,Praga-Południe,ul. Rapperswilska,52.2267,21.0608,"52.2267, 21.0608",27
1328,04-375,Praga-Południe,ul. Rębkowska,52.2477,21.0788,"52.2477, 21.0788",25
1329,04-029,Praga-Południe,ul. Rozłucka,52.2377,21.0778,"52.2377, 21.0778",25
1330,04-020,Praga-Południe,ul. Rozłucka,52.2393,21.0766,"52.2393, 21.0766",25
1331,04-189,Praga-Południe,ul. Roztocka,52.2392,21.1183,"52.2392, 21.1183",24
1332,04-213,Praga-Południe,ul. Rożnowska,52.2403,21.1239,"52.2403, 21.1239",8
1333,03-811,Praga-Południe,ul. Rybna,52.2483,21.0657,"52.2483, 21.0657",27
1334,03-968,Praga-Południe,ul. Saska,52.2263,21.0659,"52.2263, 21.0659",27
1335,03-914,Praga-Południe,ul. Saska,52.235,21.0591,"52.235, 21.0591",27
1336,04-333,Praga-Południe,ul. Serocka,52.2471,21.1019,"52.2471, 21.1019",24
1337,04-005,Praga-Południe,ul. Siennicka,52.2447,21.078000000000003,"52.2447, 21.078000000000003",25
1338,04-395,Praga-Południe,ul. Siennicka,52.247,21.0777,"52.247, 21.0777",25
1339,04-394,Praga-Południe,ul. Siennicka,52.2509,21.0767,"52.2509, 21.0767",25
1340,04-393,Praga-Południe,ul. Siennicka,52.2514,21.0779,"52.2514, 21.0779",25
1341,04-058,Praga-Południe,ul. Spalinowa,52.2401,21.0808,"52.2401, 21.0808",25
1342,03-847,Praga-Południe,ul. Stanisława Augusta,52.245,21.0722,"52.245, 21.0722",27
1343,03-846,Praga-Południe,ul. Stanisława Augusta,52.2452,21.066,"52.2452, 21.066",27
1344,03-832,Praga-Południe,ul. Stanisławowska,52.2501,21.0718,"52.2501, 21.0718",27
1345,04-147,Praga-Południe,ul. Stoczkowska,52.2437,21.1061,"52.2437, 21.1061",24
1346,04-188,Praga-Południe,ul. Styrska,52.2402,21.116999999999997,"52.2402, 21.116999999999997",24
1347,04-011,Praga-Południe,ul. Suchodolska,52.2418,21.0747,"52.2418, 21.0747",25
1348,04-016,Praga-Południe,ul. Suchodolska,52.2422,21.0778,"52.2422, 21.0778",25
1349,04-169,Praga-Południe,ul. Sulejkowska,52.2385,21.1054,"52.2385, 21.1054",24
1350,04-157,Praga-Południe,ul. Sulejkowska,52.24,21.1001,"52.24, 21.1001",24
1351,04-129,Praga-Południe,ul. Sulejkowska,52.2404,21.0976,"52.2404, 21.0976",24
1352,04-293,Praga-Południe,ul. Szaserów,52.2442,21.118000000000002,"52.2442, 21.118000000000002",24
1353,04-335,Praga-Południe,ul. Szaserów,52.2473,21.101,"52.2473, 21.101",24
1354,04-349,Praga-Południe,ul. Szaserów,52.248999999999995,21.094,"52.248999999999995, 21.094",24
1355,04-363,Praga-Południe,ul. Szaserów,52.2501,21.0865,"52.2501, 21.0865",25
1356,04-306,Praga-Południe,ul. Szaserów,52.2446,21.1135,"52.2446, 21.1135",24
1357,04-311,Praga-Południe,ul. Szaserów,52.2455,21.1074,"52.2455, 21.1074",24
1358,04-323,Praga-Południe,ul. Szaserów,52.2467,21.1033,"52.2467, 21.1033",24
1359,04-089,Praga-Południe,ul. Szczawnicka,52.2399,21.0888,"52.2399, 21.0888",25
1360,04-346,Praga-Południe,ul. Szklanych Domów,52.2507,21.0962,"52.2507, 21.0962",24
1361,04-283,Praga-Południe,ul. Sztabowa,52.2423,21.1179,"52.2423, 21.1179",24
1362,04-059,Praga-Południe,ul. Świętosławska,52.239,21.0829,"52.239, 21.0829",25
1363,04-022,Praga-Południe,ul. T. Sygietyńskiego,52.2402,21.0769,"52.2402, 21.0769",25
1364,04-313,Praga-Południe,ul. T. Zana,52.2448,21.1057,"52.2448, 21.1057",24
1365,03-731,Praga-Południe,ul. Targowa,52.2489,21.0455,"52.2489, 21.0455",26
1366,04-207,Praga-Południe,ul. Tarnobrzeska,52.2391,21.128,"52.2391, 21.128",8
1367,03-813,Praga-Południe,ul. Terespolska,52.2485,21.0698,"52.2485, 21.0698",27
1368,04-392,Praga-Południe,ul. W. Chrzanowskiego,52.2527,21.0791,"52.2527, 21.0791",25
1369,04-381,Praga-Południe,ul. W. Chrzanowskiego,52.2528,21.0836,"52.2528, 21.0836",25
1370,03-916,Praga-Południe,ul. Walecznych,52.235,21.0531,"52.235, 21.0531",27
1371,03-926,Praga-Południe,ul. Walecznych,52.2363,21.0614,"52.2363, 21.0614",27
1372,03-920,Praga-Południe,ul. Walecznych,52.2367,21.0649,"52.2367, 21.0649",27
1373,03-994,Praga-Południe,ul. Wał Miedzeszyński,52.2036,21.1166,"52.2036, 21.1166",40
1374,03-975,Praga-Południe,ul. Wał Miedzeszyński,52.2242,21.0571,"52.2242, 21.0571",27
1375,03-942,Praga-Południe,ul. Wał Miedzeszyński,52.2289,21.0519,"52.2289, 21.0519",27
1376,03-917,Praga-Południe,ul. Wał Miedzeszyński,52.2349,21.0471,"52.2349, 21.0471",27
1377,03-824,Praga-Południe,ul. Wawerska,52.248999999999995,21.0661,"52.248999999999995, 21.0661",27
1378,04-023,Praga-Południe,ul. Wąwolnicka,52.2402,21.0774,"52.2402, 21.0774",25
1379,03-955,Praga-Południe,ul. Wersalska,52.2245,21.0594,"52.2245, 21.0594",27
1380,04-290,Praga-Południe,ul. Wiarusów,52.2436,21.1172,"52.2436, 21.1172",24
1381,04-365,Praga-Południe,ul. Wiatraczna,52.2487,21.0841,"52.2487, 21.0841",25
1382,04-366,Praga-Południe,ul. Wiatraczna,52.2466,21.0839,"52.2466, 21.0839",25
1383,04-364,Praga-Południe,ul. Wiatraczna,52.2479,21.0841,"52.2479, 21.0841",25
1384,04-384,Praga-Południe,ul. Wiatraczna,52.2515,21.0841,"52.2515, 21.0841",25
1385,04-185,Praga-Południe,ul. Witolińska,52.2393,21.1102,"52.2393, 21.1102",24
1386,04-353,Praga-Południe,ul. Wspólna Droga,52.2444,21.0953,"52.2444, 21.0953",25
1387,04-352,Praga-Południe,ul. Wspólna Droga,52.2474,21.0978,"52.2474, 21.0978",24
1388,04-345,Praga-Południe,ul. Wspólna Droga,52.2481,21.0972,"52.2481, 21.0972",24
1389,03-714,Praga-Południe,ul. Wybrzeże Szczecińskie,52.2425,21.0375,"52.2425, 21.0375",35
1390,04-031,Praga-Południe,ul. Wzorcowa,52.2371,21.0783,"52.2371, 21.0783",25
1391,03-872,Praga-Południe,ul. Zabraniecka,52.2608,21.0872,"52.2608, 21.0872",31
1392,04-160,Praga-Południe,ul. Zagójska,52.2409,21.0926,"52.2409, 21.0926",25
1393,04-101,Praga-Południe,ul. Zagójska,52.2404,21.0924,"52.2404, 21.0924",25
1394,04-158,Praga-Południe,ul. Zamieniecka,52.2389,21.0999,"52.2389, 21.0999",24
1395,04-289,Praga-Południe,ul. Zapałczana,52.2428,21.1157,"52.2428, 21.1157",24
1396,04-194,Praga-Południe,ul. Zarośla,52.2338,21.125,"52.2338, 21.125",8
1397,04-221,Praga-Południe,ul. Zawierciańska,52.2382,21.1243,"52.2382, 21.1243",8
1398,04-014,Praga-Południe,ul. Zbaraska,52.2437,21.0739,"52.2437, 21.0739",25
1399,04-009,Praga-Południe,ul. Zbaraska,52.2439,21.0743,"52.2439, 21.0743",25
1400,04-121,Praga-Południe,ul. Znicza,52.2367,21.0942,"52.2367, 21.0942",25
1401,03-936,Praga-Południe,ul. Zwycięzców,52.2315,21.055,"52.2315, 21.055",27
1402,03-941,Praga-Południe,ul. Zwycięzców,52.2304,21.0527,"52.2304, 21.0527",27
1403,03-938,Praga-Południe,ul. Zwycięzców,52.2322,21.0608,"52.2322, 21.0608",27
1404,03-929,Praga-Południe,ul. Zwycięzców,52.2323,21.0588,"52.2323, 21.0588",27
1405,03-937,Praga-Południe,ul. Zwycięzców,52.2332,21.0641,"52.2332, 21.0641",27
1406,03-412,Praga-Północ,al. „Solidarności”,52.2575,21.0419,"52.2575, 21.0419",26
1407,03-411,Praga-Północ,al. „Solidarności”,52.2563,21.0379,"52.2563, 21.0379",26
1408,03-402,Praga-Północ,al. „Solidarności”,52.2536,21.0326,"52.2536, 21.0326",26
1409,03-401,Praga-Północ,al. „Solidarności”,52.2516,21.0291,"52.2516, 21.0291",26
1410,03-740,Praga-Północ,al. Tysiąclecia,52.2551,21.0524,"52.2551, 21.0524",26
1411,03-464,Praga-Północ,pl. gen. J. Hallera,52.2606,21.0289,"52.2606, 21.0289",26
1412,03-435,Praga-Północ,ul. 11 Listopada,52.2578,21.0347,"52.2578, 21.0347",26
1413,03-446,Praga-Północ,ul. 11 Listopada,52.2633,21.0377,"52.2633, 21.0377",26
1414,03-436,Praga-Północ,ul. 11 Listopada,52.2611,21.0376,"52.2611, 21.0376",26
1415,03-445,Praga-Północ,ul. 11 Listopada,52.2656,21.0385,"52.2656, 21.0385",26
1416,03-447,Praga-Północ,ul. 11 Listopada,52.26,21.0367,"52.26, 21.0367",26
1417,03-307,Praga-Północ,ul. A. Kotsisa,52.2789,21.0133,"52.2789, 21.0133",29
1418,03-732,Praga-Północ,ul. A. Mackiewicza,52.2497,21.0448,"52.2497, 21.0448",26
1419,03-473,Praga-Północ,ul. B. Brechta,52.2608,21.0338,"52.2608, 21.0338",26
1420,03-472,Praga-Północ,ul. B. Brechta,52.2594,21.0306,"52.2594, 21.0306",26
1421,03-308,Praga-Północ,ul. Batalionu Platerówek,52.2749,21.0163,"52.2749, 21.0163",29
1422,03-741,Praga-Północ,ul. Białostocka,52.2557,21.0418,"52.2557, 21.0418",26
1423,03-748,Praga-Północ,ul. Białostocka,52.2587,21.0501,"52.2587, 21.0501",26
1424,03-703,Praga-Północ,ul. Blaszana,52.2498,21.0266,"52.2498, 21.0266",26
1425,03-769,Praga-Północ,ul. Boruty,52.2582,21.0662,"52.2582, 21.0662",31
1426,03-439,Praga-Północ,ul. Bródnowska,52.2641,21.0402,"52.2641, 21.0402",26
1427,03-739,Praga-Północ,ul. Brzeska,52.2519,21.0427,"52.2519, 21.0427",26
1428,03-737,Praga-Północ,ul. Brzeska,52.2523,21.0426,"52.2523, 21.0426",26
1429,03-742,Praga-Północ,ul. Brzeska,52.2538,21.044,"52.2538, 21.044",26
1430,03-417,Praga-Północ,ul. Czynszowa,52.2602,21.0427,"52.2602, 21.0427",26
1431,03-474,Praga-Północ,ul. Dąbrowszczaków,52.2607,21.0321,"52.2607, 21.0321",26
1432,03-484,Praga-Północ,ul. Dąbrowszczaków,52.2634,21.0256,"52.2634, 21.0256",26
1433,03-476,Praga-Północ,ul. Dąbrowszczaków,52.2609,21.0311,"52.2609, 21.0311",26
1434,03-482,Praga-Północ,ul. Dąbrowszczaków,52.2623,21.0294,"52.2623, 21.0294",26
1435,03-707,Praga-Północ,ul. Floriańska,52.2521,21.0324,"52.2521, 21.0324",26
1436,03-754,Praga-Północ,ul. Folwarczna,52.2566,21.0517,"52.2566, 21.0517",26
1437,03-753,Praga-Północ,ul. Folwarczna,52.2568,21.0512,"52.2568, 21.0512",26
1438,03-302,Praga-Północ,ul. Golędzinowska,52.2714,21.0231,"52.2714, 21.0231",26
1439,03-766,Praga-Północ,ul. Grajewska,52.2601,21.0604,"52.2601, 21.0604",31
1440,03-763,Praga-Północ,ul. Grajewska,52.2612,21.0595,"52.2612, 21.0595",31
1441,03-750,Praga-Północ,ul. Grodzieńska,52.2598,21.0512,"52.2598, 21.0512",26
1442,03-410,Praga-Północ,ul. Inżynierska,52.2575,21.0359,"52.2575, 21.0359",26
1443,03-422,Praga-Północ,ul. Inżynierska,52.2576,21.0364,"52.2576, 21.0364",26
1444,03-475,Praga-Północ,ul. J. Groszkowskiego,52.2593,21.0305,"52.2593, 21.0305",26
1445,03-705,Praga-Północ,ul. J. Jasińskiego,52.25,21.029,"52.25, 21.029",26
1446,03-490,Praga-Północ,ul. J. Młota,52.2641,21.0295,"52.2641, 21.0295",26
1447,03-485,Praga-Północ,ul. J. Nusbauma-Hilarowicza,52.2633,21.0268,"52.2633, 21.0268",26
1448,03-709,Praga-Północ,ul. J. Sierakowskiego,52.251000000000005,21.0306,"52.251000000000005, 21.0306",26
1449,03-712,Praga-Północ,ul. J. Sierakowskiego,52.2497,21.0325,"52.2497, 21.0325",26
1450,03-716,Praga-Północ,ul. J. Sierakowskiego,52.2497,21.0322,"52.2497, 21.0322",26
1451,03-481,Praga-Północ,ul. J. Szanajcy,52.2627,21.0288,"52.2627, 21.0288",26
1452,03-761,Praga-Północ,ul. Jadowska,52.2616,21.0578,"52.2616, 21.0578",31
1453,03-721,Praga-Północ,ul. Jagiellońska,52.2498,21.0374,"52.2498, 21.0374",26
1454,03-719,Praga-Północ,ul. Jagiellońska,52.2521,21.0347,"52.2521, 21.0347",26
1455,03-462,Praga-Północ,ul. Jagiellońska,52.2557,21.0304,"52.2557, 21.0304",26
1456,03-301,Praga-Północ,ul. Jagiellońska,52.2679,21.0179,"52.2679, 21.0179",26
1457,03-463,Praga-Północ,ul. Jagiellońska,52.2584,21.0273,"52.2584, 21.0273",26
1458,03-468,Praga-Północ,ul. Jagiellońska,52.2613,21.0238,"52.2613, 21.0238",26
1459,03-303,Praga-Północ,ul. Jagiellońska,52.2762,21.0129,"52.2762, 21.0129",29
1460,03-215,Praga-Północ,ul. Jagiellońska,52.2855,21.0093,"52.2855, 21.0093",29
1461,03-488,Praga-Północ,ul. K. Darwina,52.2649,21.0282,"52.2649, 21.0282",26
1462,03-486,Praga-Północ,ul. K. Linneusza,52.2633,21.0259,"52.2633, 21.0259",26
1463,03-489,Praga-Północ,ul. K. Linneusza,52.2641,21.029,"52.2641, 21.029",26
1464,03-722,Praga-Północ,ul. K. Marcinkowskiego,52.248999999999995,21.0411,"52.248999999999995, 21.0411",26
1465,03-477,Praga-Północ,ul. K. Szymanowskiego,52.2623,21.0322,"52.2623, 21.0322",26
1466,03-406,Praga-Północ,ul. Kameralna,52.2562,21.031999999999996,"52.2562, 21.031999999999996",26
1467,03-441,Praga-Północ,ul. Kamienna,52.2651,21.04,"52.2651, 21.04",26
1468,03-772,Praga-Północ,ul. Kawęczyńska,52.2565,21.0538,"52.2565, 21.0538",26
1469,03-775,Praga-Północ,ul. Kawęczyńska,52.258,21.0579,"52.258, 21.0579",31
1470,03-770,Praga-Północ,ul. Kawęczyńska,52.2592,21.0632,"52.2592, 21.0632",31
1471,03-730,Praga-Północ,ul. Kępna,52.2504,21.0379,"52.2504, 21.0379",26
1472,03-355,Praga-Północ,ul. Kiejstuta,52.2851,21.0195,"52.2851, 21.0195",29
1473,03-738,Praga-Północ,ul. Kijowska,52.2505,21.0446,"52.2505, 21.0446",26
1474,03-743,Praga-Północ,ul. Kijowska,52.251999999999995,21.0495,"52.251999999999995, 21.0495",26
1475,03-428,Praga-Północ,ul. Konopacka,52.2595,21.0388,"52.2595, 21.0388",26
1476,03-432,Praga-Północ,ul. Kowelska,52.2622,21.0405,"52.2622, 21.0405",26
1477,03-438,Praga-Północ,ul. Kowieńska,52.2633,21.0408,"52.2633, 21.0408",26
1478,03-711,Praga-Północ,ul. Krowia,52.2489,21.031999999999996,"52.2489, 21.031999999999996",26
1479,03-718,Praga-Północ,ul. ks. I. Kłopotowskiego,52.2495,21.0293,"52.2495, 21.0293",26
1480,03-717,Praga-Północ,ul. ks. I. Kłopotowskiego,52.2504,21.0321,"52.2504, 21.0321",26
1481,03-708,Praga-Północ,ul. ks. I. Kłopotowskiego,52.2511,21.0328,"52.2511, 21.0328",26
1482,03-720,Praga-Północ,ul. ks. I. Kłopotowskiego,52.2523,21.0359,"52.2523, 21.0359",26
1483,03-442,Praga-Północ,ul. Letnia,52.2658,21.0394,"52.2658, 21.0394",26
1484,03-443,Praga-Północ,ul. Lęborska,52.2659,21.0387,"52.2659, 21.0387",26
1485,03-757,Praga-Północ,ul. Łochowska,52.2588,21.0549,"52.2588, 21.0549",26
1486,03-764,Praga-Północ,ul. Łochowska,52.2603,21.0584,"52.2603, 21.0584",31
1487,03-758,Praga-Północ,ul. Łomżyńska,52.2598,21.0538,"52.2598, 21.0538",26
1488,03-762,Praga-Północ,ul. Łomżyńska,52.2612,21.0571,"52.2612, 21.0571",31
1489,03-423,Praga-Północ,ul. Mała,52.2585,21.0378,"52.2585, 21.0378",26
1490,03-767,Praga-Północ,ul. Michałowska,52.2599,21.0601,"52.2599, 21.0601",31
1491,03-454,Praga-Północ,ul. Namysłowska,52.262,21.0354,"52.262, 21.0354",26
1492,03-455,Praga-Północ,ul. Namysłowska,52.2644,21.0329,"52.2644, 21.0329",26
1493,03-745,Praga-Północ,ul. Nieporęcka,52.256,21.0468,"52.256, 21.0468",26
1494,03-771,Praga-Północ,ul. Objazdowa,52.2573,21.061999999999998,"52.2573, 21.061999999999998",31
1495,03-759,Praga-Północ,ul. Otwocka,52.2596,21.0576,"52.2596, 21.0576",31
1496,03-704,Praga-Północ,ul. Panieńska,52.25,21.0279,"52.25, 21.0279",26
1497,03-752,Praga-Północ,ul. Radzymińska,52.25899999999999,21.0526,"52.25899999999999, 21.0526",26
1498,03-747,Praga-Północ,ul. Radzymińska,52.2585,21.0516,"52.2585, 21.0516",26
1499,03-751,Praga-Północ,ul. Radzymińska,52.2607,21.0533,"52.2607, 21.0533",26
1500,03-461,Praga-Północ,ul. Ratuszowa,52.255,21.0259,"52.255, 21.0259",26
1501,03-407,Praga-Północ,ul. Ratuszowa,52.2571,21.031,"52.2571, 21.031",26
1502,03-450,Praga-Północ,ul. Ratuszowa,52.2578,21.0312,"52.2578, 21.0312",26
1503,03-452,Praga-Północ,ul. Ratuszowa,52.2574,21.0314,"52.2574, 21.0314",26
1504,03-451,Praga-Północ,ul. Ratuszowa,52.2601,21.035,"52.2601, 21.035",26
1505,03-418,Praga-Północ,ul. Równa,52.2608,21.0445,"52.2608, 21.0445",26
1506,03-715,Praga-Północ,ul. S. Okrzei,52.2498,21.0318,"52.2498, 21.0318",26
1507,03-710,Praga-Północ,ul. S. Okrzei,52.2507,21.0344,"52.2507, 21.0344",26
1508,03-456,Praga-Północ,ul. S. Starzyńskiego,52.2655,21.0267,"52.2655, 21.0267",26
1509,03-458,Praga-Północ,ul. S. Starzyńskiego,52.2672,21.0329,"52.2672, 21.0329",26
1510,03-305,Praga-Północ,ul. S. Witkiewicza,52.2793,21.014,"52.2793, 21.014",29
1511,03-756,Praga-Północ,ul. Siedlecka,52.2581,21.0546,"52.2581, 21.0546",26
1512,03-768,Praga-Północ,ul. Siedlecka,52.2589,21.0578,"52.2589, 21.0578",31
1513,03-425,Praga-Północ,ul. Stalowa,52.2597,21.0393,"52.2597, 21.0393",26
1514,03-427,Praga-Północ,ul. Stalowa,52.2587,21.0373,"52.2587, 21.0373",26
1515,03-426,Praga-Północ,ul. Stalowa,52.2601,21.0411,"52.2601, 21.0411",26
1516,03-429,Praga-Północ,ul. Stalowa,52.2619,21.0449,"52.2619, 21.0449",26
1517,03-310,Praga-Północ,ul. Staniewicka,52.275,21.0287,"52.275, 21.0287",29
1518,03-444,Praga-Północ,ul. Stolarska,52.2662,21.0395,"52.2662, 21.0395",26
1519,03-433,Praga-Północ,ul. Strzelecka,52.2618,21.0413,"52.2618, 21.0413",26
1520,03-419,Praga-Północ,ul. Szwedzka,52.2615,21.0455,"52.2615, 21.0455",26
1521,03-420,Praga-Północ,ul. Szwedzka,52.2639,21.0429,"52.2639, 21.0429",26
1522,03-430,Praga-Północ,ul. Środkowa,52.2601,21.0406,"52.2601, 21.0406",26
1523,03-431,Praga-Północ,ul. Środkowa,52.262,21.0387,"52.262, 21.0387",26
1524,03-403,Praga-Północ,ul. Świętych Cyryla i Metodego,52.2552,21.0326,"52.2552, 21.0326",26
1525,03-744,Praga-Północ,ul. T. Korsaka,52.2546,21.0495,"52.2546, 21.0495",26
1526,03-746,Praga-Północ,ul. Tarchomińska,52.2563,21.0473,"52.2563, 21.0473",26
1527,03-728,Praga-Północ,ul. Targowa,52.2503,21.0401,"52.2503, 21.0401",26
1528,03-733,Praga-Północ,ul. Targowa,52.2509,21.0406,"52.2509, 21.0406",26
1529,03-729,Praga-Północ,ul. Targowa,52.2534,21.0356,"52.2534, 21.0356",26
1530,03-734,Praga-Północ,ul. Targowa,52.2537,21.0366,"52.2537, 21.0366",26
1531,03-448,Praga-Północ,ul. Targowa,52.2564,21.0337,"52.2564, 21.0337",26
1532,03-408,Praga-Północ,ul. Targowa,52.2566,21.0323,"52.2566, 21.0323",26
1533,03-480,Praga-Północ,ul. W. Burdzińskiego,52.2623,21.0245,"52.2623, 21.0245",26
1534,03-465,Praga-Północ,ul. W. Skoczylasa,52.2608,21.0266,"52.2608, 21.0266",26
1535,03-471,Praga-Północ,ul. W. Skoczylasa,52.2605,21.0258,"52.2605, 21.0258",26
1536,03-469,Praga-Północ,ul. W. Skoczylasa,52.2597,21.0276,"52.2597, 21.0276",26
1537,03-470,Praga-Północ,ul. W. Skoczylasa,52.2589,21.0279,"52.2589, 21.0279",26
1538,03-414,Praga-Północ,ul. Wileńska,52.2579,21.0396,"52.2579, 21.0396",26
1539,03-409,Praga-Północ,ul. Wileńska,52.2563,21.035999999999998,"52.2563, 21.035999999999998",26
1540,03-416,Praga-Północ,ul. Wileńska,52.2599,21.0445,"52.2599, 21.0445",26
1541,03-749,Praga-Północ,ul. Wiosenna,52.2567,21.0487,"52.2567, 21.0487",26
1542,03-774,Praga-Północ,ul. Wojnicka,52.2565,21.0572,"52.2565, 21.0572",31
1543,03-755,Praga-Północ,ul. Wołomińska,52.2587,21.0532,"52.2587, 21.0532",26
1544,03-713,Praga-Północ,ul. Wrzesińska,52.25,21.0349,"52.25, 21.0349",26
1545,03-459,Praga-Północ,ul. Wybrzeże Helskie,52.2547,21.0211,"52.2547, 21.0211",26
1546,03-424,Praga-Północ,ul. Zaokopowa,52.2579,21.0379,"52.2579, 21.0379",26
1547,03-736,Praga-Północ,ul. Ząbkowska,52.2544,21.0437,"52.2544, 21.0437",26
1548,03-735,Praga-Północ,ul. Ząbkowska,52.2539,21.0437,"52.2539, 21.0437",26
1549,03-376,Praga-Północ,ul. Ząbkowska,52.2554,21.0487,"52.2554, 21.0487",26
1550,04-454,Rembertów,al. gen. A. Chruściela „Montera”,52.25899999999999,21.1607,"52.25899999999999, 21.1607",7
1551,04-401,Rembertów,al. gen. A. Chruściela „Montera”,52.2591,21.1627,"52.2591, 21.1627",7
1552,04-412,Rembertów,al. gen. A. Chruściela „Montera”,52.2626,21.1676,"52.2626, 21.1676",7
1553,04-414,Rembertów,al. gen. A. Chruściela „Montera”,52.2639,21.1679,"52.2639, 21.1679",7
1554,04-485,Rembertów,al. Komandosów,52.2537,21.1654,"52.2537, 21.1654",7
1555,04-423,Rembertów,al. Sztandarów,52.2706,21.1702,"52.2706, 21.1702",7
1556,04-480,Rembertów,ul. A. Kacpury,52.2558,21.166999999999998,"52.2558, 21.166999999999998",7
1557,00-910,Rembertów,ul. Admiralska,52.2635,21.1773,"52.2635, 21.1773",7
1558,04-269,Rembertów,ul. Agrarna,52.2512,21.1264,"52.2512, 21.1264",8
1559,04-476,Rembertów,ul. Arsenalska,52.2537,21.16,"52.2537, 21.16",7
1560,04-489,Rembertów,ul. B. Gembarzewskiego,52.251000000000005,21.1662,"52.251000000000005, 21.1662",7
1561,04-257,Rembertów,ul. Babie Lato,52.2482,21.135,"52.2482, 21.135",8
1562,04-481,Rembertów,ul. Bellony,52.2563,21.1679,"52.2563, 21.1679",7
1563,04-416,Rembertów,ul. Bombardierów,52.2638,21.1632,"52.2638, 21.1632",7
1564,04-431,Rembertów,ul. Buchalteryjna,52.2723,21.1672,"52.2723, 21.1672",7
1565,04-435,Rembertów,ul. Budnicza,52.2886,21.1668,"52.2886, 21.1668",7
1566,04-409,Rembertów,ul. Buławy,52.2584,21.1744,"52.2584, 21.1744",7
1567,04-247,Rembertów,ul. Chełmżyńska,52.2494,21.1312,"52.2494, 21.1312",8
1568,02-247,Rembertów,ul. Chełmżyńska,52.2006,20.9815,"52.2006, 20.9815",14
1569,04-464,Rembertów,ul. Chełmżyńska,52.2591,21.1263,"52.2591, 21.1263",8
1570,04-458,Rembertów,ul. Chełmżyńska,52.2679,21.1199,"52.2679, 21.1199",8
1571,04-406,Rembertów,ul. Cyrulików,52.2572,21.1765,"52.2572, 21.1765",7
1572,04-467,Rembertów,ul. Cyrulików,52.2578,21.1564,"52.2578, 21.1564",7
